source_id,n_ra,n_parallax,n_pmra,n_pmdec,n_phot_g_mean_flux,n_phot_g_mean_mag,n_phot_bp_mean_flux,n_phot_bp_mean_mag,n_phot_rp_mean_flux,n_phot_rp_mean_mag,n_bp_rp,n_bp_g,n_g_rp,teff_gspphot,logg_gspphot,mh_gspphot
75899218946130000,0.104,0.12,0.131,0.679,0.304,0.392,0.568,0.156,0.212,0.433,0.352,0.272,0.521,4926.719,4.8086,-1.6613
103386837842194000,0.148,0.187,0.056,0.364,0.003,0.986,0.032,0.79,0.033,0.81,0.614,0.598,0.752,3443.8806,4.6206,-1.1689
89020657568551600,0.666,0.279,0.123,0.285,0.226,0.478,0.274,0.347,0.242,0.398,0.561,0.497,0.749,4071.1123,4.3878,-0.0076
103019227296436000,0.029,0.098,0.154,0.757,0.231,0.472,0.481,0.2,0.158,0.506,0.329,0.242,0.503,5195.253,4.7065,-1.0626
101962630981984000,0.826,0.553,0.196,0.037,0.459,0.264,0.513,0.183,0.447,0.232,0.554,0.496,0.731,3608.8691,4.0225,-1.3069
86053827304060400,0.479,0.217,0.031,0.168,0.012,0.945,0.061,0.686,0.033,0.81,0.518,0.468,0.679,3726.3474,4.5366,-1.7623
74824794222716000,0.242,0.081,0.204,0.51,0.344,0.355,0.675,0.109,0.22,0.423,0.317,0.238,0.477,5339.9995,4.7233,-2.0131
103335680487008992,0.199,0.374,0.281,0.305,0.127,0.628,0.163,0.475,0.143,0.529,0.566,0.522,0.728,3618.618,4.42,-1.1911
74423536902701408,0.381,0.266,0.173,0.447,0.21,0.499,0.301,0.323,0.192,0.458,0.487,0.427,0.655,4295.4834,4.6469,0.0016
102129752454304992,0.784,0.288,0.415,0.45,0.002,0.99,0.032,0.794,0.036,0.797,0.629,0.6,0.785,3357.966,4.6114,-1.0355
19245512230751200,0.659,0.043,0.283,0.441,0.074,0.741,0.214,0.409,0.047,0.756,0.305,0.248,0.436,5520.5303,4.7293,-3.4827
102282687649666000,0.566,0.13,0.299,0.68,0.277,0.419,0.459,0.213,0.212,0.433,0.405,0.336,0.571,4742.52,4.6771,-0.2921
23326929457547100,0.834,0.151,0.238,0.209,0.144,0.598,0.335,0.295,0.103,0.606,0.33,0.24,0.509,5131.915,4.7793,-1.8735
26868804302745200,0.844,0.425,0.182,0.071,0.404,0.304,0.514,0.183,0.368,0.286,0.506,0.44,0.685,4376.091,4.5438,0.0218
87769031084014496,0.249,0.041,0.079,0.603,0.06,0.778,0.193,0.435,0.046,0.762,0.324,0.244,0.488,5167.4146,4.7809,-2.0518
106874183783112992,0.084,0.64,0.357,0.228,0.233,0.469,0.246,0.375,0.264,0.375,0.607,0.56,0.783,3658.2463,4.421,-1.1796
102222008351902000,0.717,0.317,0.42,0.402,0.004,0.98,0.041,0.756,0.037,0.796,0.595,0.545,0.772,3562.7744,5.0121,-0.7467
86508475362118096,0.424,0.077,0.088,0.617,0.279,0.417,0.555,0.162,0.18,0.474,0.321,0.247,0.477,5307.0776,4.5706,-1.1807
102527054109322000,0.121,0.149,0.066,0.512,0.106,0.669,0.232,0.389,0.082,0.655,0.375,0.31,0.528,4706.2827,4.7953,-1.1982
79920064249677792,0.096,0.28,0.216,0.41,0.162,0.567,0.306,0.318,0.13,0.553,0.398,0.323,0.57,4526.5117,4.8403,-1.3149
19421434091283700,0.917,0.48,0.248,0.178,0.101,0.68,0.087,0.617,0.137,0.541,0.689,0.706,0.796,3568.222,4.6265,-0.5597
85786749057608304,0.489,0.136,0.105,0.569,0.526,0.22,0.824,0.055,0.394,0.267,0.402,0.325,0.577,4611.6313,4.3374,-1.7362
26271352877334200,0.422,0.554,0.108,0.554,0.702,0.124,0.856,0.044,0.632,0.134,0.509,0.438,0.696,4337.1045,4.6635,0.0205
24485750289274600,0.552,0.612,0.334,0.233,0.064,0.768,0.051,0.717,0.121,0.569,0.757,0.766,0.889,3411.2173,4.8485,-0.049
88141834244935904,0.993,0.086,0.04,0.659,0.285,0.411,0.58,0.15,0.182,0.471,0.313,0.234,0.474,5364.5225,4.6695,-1.7346
23023429888716500,0.373,0.297,0.101,0.48,0.009,0.958,0.02,0.85,0.048,0.755,0.719,0.745,0.821,3322.5552,4.6548,-1.1735
74481948457991600,0.552,0.607,0.422,0.695,0.069,0.755,0.058,0.695,0.118,0.576,0.731,0.743,0.852,3369.402,4.8796,-0.1077
88974271921755296,0.748,0.186,0.23,0.416,0.411,0.299,0.651,0.119,0.308,0.335,0.403,0.332,0.571,4490.958,4.6108,-1.2142
75665572725020096,0.072,0.217,0.153,0.11,0.202,0.509,0.31,0.316,0.179,0.476,0.464,0.398,0.636,4180.3115,4.4968,-0.3573
22889083311843700,0.084,0.062,0.366,0.04,0.181,0.539,0.435,0.227,0.113,0.584,0.286,0.198,0.453,5654.416,4.691,-3.1122
76009067029492800,0.43,0.259,0.387,0.722,0.249,0.451,0.32,0.307,0.236,0.405,0.518,0.464,0.685,4060.8936,4.3923,-0.3732
26424670325220600,0.731,0.128,0.201,0.016,0.335,0.363,0.652,0.118,0.222,0.421,0.327,0.244,0.496,5214.506,4.7557,-1.8541
86225591636277200,0.594,0.317,0.065,0.612,0.03,0.873,0.048,0.729,0.064,0.704,0.651,0.643,0.782,3446.8218,4.6172,-1.1399
26032930652633800,0.722,0.099,0.097,0.492,0.01,0.954,0.098,0.59,0.021,0.866,0.378,0.282,0.572,4712.12,4.8893,-1.809
24545772456407000,0.234,0.293,0.326,0.437,0.048,0.814,0.101,0.584,0.059,0.718,0.502,0.464,0.646,3963.203,5.0018,-1.4996
19227159835559600,0.686,0.328,0.082,0.147,0.12,0.641,0.16,0.48,0.135,0.543,0.559,0.514,0.721,4138.7617,4.52,0.1636
24566010342812400,0.15,0.111,0.284,0.662,0.053,0.798,0.15,0.495,0.061,0.713,0.423,0.324,0.631,4320.0093,4.3869,-1.1003
88959153636934000,0.808,0.08,0.039,0.554,0.324,0.373,0.596,0.143,0.222,0.421,0.35,0.273,0.513,5091.7993,4.7279,-1.3057
101970705520418000,0.624,0.097,0.11,0.412,0.38,0.324,0.767,0.074,0.236,0.405,0.3,0.217,0.463,5505.727,4.6906,-1.5709
103073614467284992,0.449,0.317,0.287,0.762,0.038,0.845,0.069,0.663,0.066,0.696,0.596,0.564,0.75,3443.4685,4.5042,-1.4661
86386635730142704,0.963,0.322,0.472,0.065,0.143,0.599,0.17,0.466,0.162,0.5,0.583,0.545,0.742,4055.7024,4.4902,0.0589
106504365623800992,0.039,0.191,0.174,0.641,0.149,0.589,0.249,0.372,0.137,0.541,0.459,0.39,0.634,4220.898,4.6138,-0.2274
87424441562330304,0.562,0.166,0.482,0.097,0.167,0.56,0.34,0.291,0.118,0.576,0.353,0.285,0.508,4930.22,4.8377,-1.9642
19245439216445800,0.659,0.058,0.103,0.689,0.022,0.904,0.126,0.535,0.024,0.853,0.338,0.25,0.515,5070.914,4.7908,-1.5118
76475710931882800,0.451,0.369,0.192,0.54,0.529,0.218,0.614,0.135,0.49,0.206,0.531,0.472,0.706,4301.928,4.4172,0.0019
106536496274328000,0.042,0.058,0.104,0.562,0.026,0.888,0.129,0.53,0.026,0.842,0.343,0.266,0.508,4875.8013,4.8618,-1.8801
89168846824884800,0.905,0.057,0.107,0.431,0.01,0.951,0.09,0.609,0.019,0.877,0.386,0.321,0.543,4552.9014,4.8671,-1.4484
79458819121690096,0.009,0.226,0.239,0.657,0.047,0.816,0.118,0.549,0.059,0.719,0.468,0.397,0.648,4053.4922,5.013,-1.5057
101843226598012000,0.26,0.153,0.064,0.657,0.033,0.862,0.164,0.474,0.04,0.784,0.342,0.2,0.589,5010.288,4.8232,-2.4591
19592884890666700,0.77,0.314,0.388,0.157,0.359,0.342,0.481,0.2,0.323,0.322,0.491,0.42,0.674,4029.9084,4.3459,-0.7734
18410600652765600,0.955,0.5,0.621,0.593,0.203,0.508,0.232,0.389,0.225,0.418,0.584,0.532,0.76,3781.0415,4.7677,-0.3304
81422379385457696,0.801,0.099,0.081,0.462,0.002,0.991,0.077,0.641,0.013,0.912,0.386,0.323,0.539,4763.666,4.9037,-2.1481
24369957970776800,0.496,0.107,0.327,0.311,0.033,0.863,0.081,0.629,0.056,0.727,0.537,0.477,0.714,3676.402,4.4962,-1.123
103314338793762000,0.277,0.194,0.132,0.993,0.025,0.89,0.083,0.626,0.046,0.762,0.503,0.435,0.685,3814.4055,4.7121,-1.5478
26333097326909800,0.754,0.199,0.145,0.979,0.002,0.991,0.037,0.772,0.03,0.823,0.586,0.558,0.733,3448.7695,4.5413,-1.4462
86447246308258496,0.548,0.419,0.379,0.615,0.063,0.771,0.085,0.619,0.101,0.611,0.63,0.586,0.805,3669.0872,4.8719,-0.6569
75200140004692192,0.723,0.086,0.11,0.565,0.165,0.562,0.344,0.289,0.117,0.577,0.349,0.277,0.509,4918.585,4.7972,-1.5781
23151458569028000,0.66,0.392,0.213,0.553,0.117,0.646,0.142,0.507,0.143,0.531,0.595,0.555,0.758,3553.418,4.4985,-0.8697
82218318429224800,0.736,0.332,0.265,0.598,0.005,0.976,0.025,0.824,0.048,0.753,0.696,0.672,0.858,3301.3535,4.6263,-0.9488
87230923221298400,0.083,0.037,0.179,0.554,0.047,0.818,0.159,0.481,0.043,0.772,0.358,0.272,0.537,4850.9844,4.8566,-1.7678
85823136020808496,0.569,0.12,0.027,0.486,0.121,0.639,0.25,0.371,0.084,0.65,0.363,0.319,0.487,4906.9556,4.7108,-0.797
83157786691391296,0.956,0.156,0.049,0.333,0.225,0.479,0.431,0.23,0.16,0.503,0.359,0.284,0.522,4863.162,4.6631,-1.19
102351029169303008,0.748,0.222,0.081,0.389,0.065,0.765,0.124,0.538,0.075,0.671,0.501,0.448,0.662,3917.885,4.7812,-0.4645
26252420661336900,0.453,0.353,0.046,0.405,0.001,0.993,0.032,0.794,0.038,0.789,0.637,0.596,0.809,3275.502,4.6168,-1.0579
25952911117424100,0.766,0.13,0.082,0.919,0.373,0.33,0.719,0.092,0.25,0.39,0.33,0.242,0.505,5080.714,4.6663,-1.5794
103050421643794000,0.405,0.175,0.007,0.574,0.098,0.686,0.197,0.43,0.087,0.642,0.425,0.362,0.587,4392.3755,4.7474,-0.5999
79655872221074400,0.225,0.151,0.202,0.391,0.005,0.977,0.018,0.863,0.044,0.769,0.719,0.742,0.826,3354.3696,4.8942,-0.3306
102258979429822000,0.502,0.476,0.166,0.339,0.001,0.993,0.012,0.896,0.044,0.767,0.752,0.779,0.857,3314.5757,4.9728,-0.2883
103113166821279008,0.249,0.568,0.329,0.324,0.119,0.643,0.085,0.621,0.173,0.483,0.743,0.766,0.854,3521.175,4.7632,-0.0599
86624924810747296,0.667,0.117,0.313,0.021,0.214,0.493,0.435,0.227,0.147,0.523,0.339,0.259,0.505,5076.1445,4.7075,-0.7312
89922974362666096,0.916,0.545,0.047,0.456,0.056,0.79,0.062,0.682,0.103,0.605,0.693,0.674,0.849,3486.0461,4.9117,-0.3832
102592028374058000,0.075,0.101,0.135,0.729,0.112,0.657,0.272,0.349,0.081,0.656,0.337,0.256,0.505,4971.2812,4.7409,-0.8584
101751967130734000,0.227,0.168,0.231,0.325,0.123,0.636,0.23,0.392,0.111,0.588,0.436,0.361,0.615,4330.538,4.7115,-0.7342
102348074231427008,0.711,0.246,0.178,0.363,0.44,0.278,0.671,0.111,0.345,0.304,0.423,0.347,0.6,4641.875,4.5431,-0.0514
87150693231996000,0.03,0.232,0.214,0.816,0.022,0.903,0.063,0.679,0.049,0.75,0.563,0.512,0.735,3565.5273,4.4258,-1.1627
22874484718073700,0.112,0.031,0.068,0.526,0.097,0.688,0.243,0.377,0.071,0.684,0.339,0.264,0.5,5029.571,4.7819,-1.5127
26457380796106700,0.747,0.071,0.087,0.433,0.258,0.441,0.529,0.175,0.162,0.501,0.31,0.238,0.461,5351.6006,4.7306,-1.6464
103327636012782000,0.169,0.162,0.08,0.714,0.101,0.679,0.252,0.368,0.073,0.678,0.335,0.26,0.496,5047.6084,4.7897,-1.4163
86575305053295104,0.715,0.275,0.14,0.737,0.056,0.789,0.079,0.635,0.086,0.643,0.616,0.59,0.765,3466.6943,4.6059,-0.7638
75641005512553696,0.313,0.471,0.306,0.866,0.248,0.452,0.279,0.343,0.257,0.383,0.57,0.525,0.735,3676.842,4.4113,-1.1633
75990173468980304,0.061,0.22,0.445,0.327,0.564,0.197,0.972,0.009,0.397,0.265,0.362,0.275,0.541,4994.0947,4.7596,-1.3263
74694497799699392,0.124,0.475,0.095,0.569,0.022,0.902,0.034,0.783,0.062,0.709,0.697,0.701,0.823,3333.1826,4.5289,-1.1312
102944563585052992,0.155,0.099,0.037,0.507,0.348,0.351,0.654,0.118,0.227,0.416,0.331,0.259,0.487,5206.5938,4.6859,-0.6712
106852945169642000,0.042,0.052,0.099,0.572,0.037,0.85,0.141,0.509,0.027,0.839,0.327,0.279,0.449,5104.8506,4.7345,-0.8816
101939365143632992,0.852,0.136,0.072,0.653,0.047,0.816,0.178,0.454,0.038,0.792,0.315,0.227,0.489,5177.9297,4.8171,-2.5943
103041934787964992,0.324,0.241,0.095,0.315,0.082,0.723,0.166,0.471,0.08,0.658,0.45,0.385,0.617,4307.4087,4.6172,0.0069
101391258597227008,0.438,0.054,0.064,0.646,0.008,0.963,0.12,0.545,0.005,0.961,0.253,0.189,0.384,6140.5674,4.678,-1.4567
102612064396964000,0.233,0.098,0.205,0.609,0.197,0.517,0.352,0.282,0.158,0.506,0.406,0.328,0.584,4526.412,4.7012,-0.4759
74969410065962304,0.651,0.126,0.197,0.435,0.122,0.638,0.249,0.371,0.102,0.608,0.4,0.322,0.575,4543.75,4.8041,-1.1308
85773623637748000,0.696,0.224,0.163,0.678,0.507,0.231,0.877,0.038,0.351,0.299,0.358,0.279,0.528,4981.1953,4.7065,-1.0356
82266112825667296,0.642,0.218,0.046,0.684,0.11,0.661,0.183,0.447,0.11,0.591,0.486,0.427,0.652,3924.194,4.2961,-2.048
102398445608256000,0.724,0.187,0.23,0.566,0.058,0.785,0.108,0.57,0.075,0.672,0.53,0.479,0.697,3765.9358,4.6735,-0.9538
101353909561428000,0.333,0.213,0.414,0.422,0.003,0.987,0.096,0.596,0.008,0.939,0.32,0.248,0.472,4954.156,4.861,-1.999
73932231299230000,0.009,0.349,0.379,0.534,0.665,0.142,0.903,0.029,0.545,0.176,0.459,0.387,0.637,4449.751,4.4741,-0.2598
106855148488136992,0.132,0.104,0.071,0.561,0.264,0.434,0.539,0.17,0.173,0.484,0.32,0.239,0.484,5210.554,4.7363,-1.4558
86872104473129696,0.31,0.161,0.099,0.484,0.072,0.748,0.209,0.415,0.057,0.724,0.338,0.249,0.517,5114.6714,4.7605,-2.0823
106536118317207008,0.045,0.205,0.033,0.534,0.098,0.686,0.234,0.386,0.077,0.668,0.361,0.283,0.53,4803.6885,4.6892,-1.2211
89002721785161904,0.806,0.249,0.106,0.245,0.563,0.197,0.897,0.031,0.412,0.255,0.391,0.314,0.564,4822.549,4.6701,-0.5425
86423542384191296,0.605,0.099,0.26,0.272,0.111,0.659,0.166,0.471,0.122,0.568,0.528,0.472,0.699,3771.3604,4.8192,-0.506
22757661607655600,0.478,0.105,0.232,0.178,0.269,0.428,0.514,0.182,0.185,0.467,0.347,0.269,0.512,5013.9536,4.7096,-1.8272
103339356979307008,0.338,0.036,0.056,0.721,0.058,0.784,0.153,0.49,0.059,0.719,0.414,0.335,0.593,4455.282,4.8797,-1.4956
26427144226373300,0.747,0.096,0.14,0.838,0.522,0.222,0.95,0.016,0.346,0.303,0.335,0.251,0.505,5151.349,4.7726,-1.7855
87659183000344800,0.235,0.217,0.222,0.59,0.009,0.956,0.085,0.62,0.022,0.86,0.412,0.333,0.591,4407.378,5.0609,-2.4859
75054450418822400,0.989,0.097,0.02,0.544,0.039,0.841,0.147,0.5,0.033,0.812,0.341,0.274,0.49,5145.682,4.7824,-1.4042
22670727174201000,0.644,0.227,0.216,0.609,0.376,0.327,0.712,0.094,0.307,0.335,0.38,0.25,0.618,4721.271,4.3759,-1.3549
102900754918612992,0.022,0.081,0.081,0.678,0.314,0.382,0.673,0.11,0.194,0.456,0.289,0.202,0.455,5628.043,4.7261,-1.4458
88141731165719904,0.979,0.074,0.15,0.624,0.11,0.66,0.235,0.386,0.095,0.623,0.401,0.319,0.582,4517.252,4.7606,-0.7737
85611961068331008,0.484,0.06,0.187,0.836,0.093,0.698,0.192,0.436,0.086,0.645,0.428,0.357,0.601,4327.9424,4.5616,-3.2718
87783565253111600,0.316,0.382,0.485,0.657,0.006,0.969,0.039,0.762,0.037,0.794,0.602,0.57,0.757,3429.0488,4.7256,-0.9818
101401605173895008,0.31,0.114,0.231,0.228,0.001,0.996,0.095,0.598,0.007,0.944,0.317,0.239,0.477,5188.193,4.8103,-2.1652
102431534036375008,0.792,0.244,0.146,0.367,0.063,0.77,0.117,0.551,0.079,0.661,0.522,0.464,0.694,3798.9329,4.7153,-1.3469
76210659910072896,0.471,0.096,0.049,0.359,0.185,0.534,0.367,0.271,0.142,0.532,0.373,0.285,0.557,4751.503,4.7144,-2.8409
86174189467431392,0.84,0.252,0.328,0.805,0.078,0.732,0.095,0.597,0.114,0.582,0.634,0.599,0.797,3593.666,4.4494,-0.7436
81348089335939904,0.926,0.462,0.092,0.763,0.015,0.931,0.041,0.754,0.049,0.75,0.634,0.61,0.784,3371.2837,4.6136,-1.1909
87492503909463104,0.412,0.044,0.135,0.638,0.143,0.599,0.304,0.32,0.103,0.606,0.354,0.283,0.513,4908.944,4.7785,-1.3279
86095338163184000,0.286,0.179,0.108,0.49,0.292,0.404,0.467,0.208,0.239,0.402,0.428,0.349,0.609,4383.475,4.3705,-1.5652
23074488459577000,0.418,0.092,0.042,0.432,0.146,0.594,0.317,0.309,0.105,0.602,0.347,0.271,0.511,4990.255,4.7286,-0.9365
86517305814975104,0.47,0.576,0.095,0.139,0.009,0.959,0.023,0.834,0.055,0.732,0.725,0.715,0.874,3320.07,4.5843,-0.0193
75233881267741408,0.527,0.324,0.186,0.97,0.426,0.288,0.625,0.13,0.339,0.309,0.436,0.367,0.607,4359.467,4.2762,-0.4082
102236198923646000,0.594,0.242,0.037,0.887,0.063,0.77,0.116,0.554,0.077,0.667,0.519,0.469,0.679,3833.0205,4.9147,-0.9302
75376298087771696,0.712,0.418,0.256,0.712,0.008,0.961,0.034,0.783,0.045,0.764,0.648,0.619,0.807,3489.6133,4.6289,-1.2311
102908245341567008,0.074,0.448,0.344,0.263,0.318,0.379,0.326,0.302,0.33,0.316,0.592,0.553,0.753,3501.7974,4.0171,-1.2687
85748609748004192,0.677,0.672,0.74,0.856,0.214,0.494,0.174,0.46,0.266,0.374,0.688,0.679,0.83,3648.511,4.3588,-0.5607
22887129101808200,0.178,0.311,0.132,0.03,0.292,0.404,0.403,0.247,0.257,0.382,0.482,0.42,0.653,3986.7288,4.5688,-0.8428
101633464688612000,0.184,0.085,0.122,0.662,0.153,0.583,0.313,0.313,0.112,0.587,0.364,0.292,0.525,4889.383,4.8462,-1.968
26350075333242100,0.703,0.259,0.173,0.641,0.019,0.916,0.078,0.638,0.039,0.789,0.49,0.419,0.674,3730.187,4.9909,-0.934
106673144953982000,0.259,0.609,0.058,0.324,0.262,0.436,0.244,0.377,0.294,0.347,0.634,0.609,0.785,3760.9006,4.6642,-0.482
101744201829828000,0.164,0.01,0.076,0.428,0.006,0.97,0.099,0.587,0.012,0.915,0.332,0.255,0.495,4978.3716,4.8203,-1.5934
101832128400710000,0.299,0.649,0.164,0.275,0.133,0.617,0.118,0.55,0.182,0.471,0.687,0.672,0.837,3667.4358,4.7477,-0.0129
102717273915772000,0.241,0.054,0.147,0.567,0.044,0.826,0.163,0.475,0.032,0.814,0.316,0.249,0.462,5362.6465,4.76,-1.547
87288716300897504,0.386,0.048,0.117,0.631,0.181,0.539,0.368,0.271,0.138,0.539,0.367,0.277,0.551,4780.6216,4.8563,-1.7528
106871435004102000,0.161,0.103,0.182,0.629,0.351,0.349,0.651,0.119,0.241,0.4,0.346,0.264,0.517,5004.296,4.7653,-1.5509
102567328017511008,0.016,0.395,0.37,0.294,0.207,0.502,0.215,0.408,0.227,0.415,0.604,0.574,0.755,3557.65,4.4197,-0.9571
106582847561640992,0.36,0.238,0.243,0.562,0.044,0.825,0.104,0.578,0.056,0.726,0.49,0.439,0.648,3939.621,4.9333,-1.1674
75134130652173408,0.962,0.109,0.169,0.541,0.049,0.81,0.175,0.458,0.04,0.784,0.327,0.242,0.497,5132.1406,4.7954,-1.7597
86662926681399504,0.752,0.943,0.659,0.816,0.456,0.266,0.393,0.254,0.498,0.202,0.646,0.621,0.8,3734.9082,4.6676,-0.5511
102206786987500992,0.559,0.388,0.018,0.083,0.238,0.464,0.293,0.33,0.231,0.41,0.535,0.486,0.699,4195.2275,4.685,-0.0071
22792502382349900,0.576,0.422,0.274,0.237,0.554,0.202,0.74,0.084,0.461,0.224,0.468,0.402,0.642,4155.728,4.5911,-0.4172
85589111842614496,0.374,0.195,0.215,0.219,0.112,0.657,0.214,0.41,0.092,0.629,0.417,0.365,0.563,4437.298,4.8548,-1.2775
106643870456832992,0.217,0.097,0.171,0.455,0.193,0.522,0.399,0.25,0.137,0.54,0.346,0.262,0.519,4936.211,4.7669,-1.1821
86143162623638896,0.813,0.351,0.08,0.765,0.027,0.886,0.066,0.672,0.062,0.708,0.593,0.523,0.795,3443.4705,4.6422,-0.8844
82738662307510496,0.721,0.043,0.072,0.635,0.053,0.799,0.169,0.467,0.041,0.779,0.34,0.273,0.49,5222.2236,4.8022,-2.1152
89098138778587904,0.981,0.12,0.156,0.398,0.039,0.843,0.109,0.568,0.047,0.758,0.453,0.396,0.612,4299.7114,4.8758,-1.3146
83106689465261792,0.817,0.14,0.078,0.559,0.018,0.921,0.103,0.58,0.026,0.841,0.391,0.31,0.568,4596.9004,4.8749,-1.5333
75395092864743008,0.662,0.136,0.114,0.531,0.049,0.809,0.129,0.529,0.055,0.732,0.439,0.37,0.61,4291.088,4.9103,-1.4806
89094354911799008,0.921,0.049,0.073,0.756,0.024,0.896,0.098,0.59,0.032,0.816,0.422,0.361,0.58,4399.5938,4.9011,-1.5069
18529828945025200,0.947,0.649,0.165,0.226,0.033,0.862,0.019,0.855,0.084,0.649,0.817,0.886,0.881,3245.1963,4.9335,-0.0381
102258704552255008,0.539,0.283,0.185,0.036,0.082,0.722,0.155,0.487,0.093,0.627,0.491,0.415,0.682,3942.7388,4.8284,-0.7181
87451207798989792,0.612,0.081,0.129,0.656,0.416,0.295,0.744,0.083,0.286,0.354,0.352,0.272,0.521,5288.8296,4.7257,-1.5167
24680943667598800,0.515,0.255,0.133,0.691,0.002,0.988,0.092,0.604,0.014,0.907,0.356,0.261,0.545,4657.678,4.8769,-1.6273
76394656309098400,0.273,0.201,0.037,0.476,0.151,0.585,0.247,0.373,0.142,0.533,0.468,0.399,0.646,4114.7563,4.7397,-0.4637
82230378697401408,0.806,0.12,0.009,0.426,0.052,0.8,0.155,0.487,0.078,0.664,0.46,0.308,0.741,4006.849,4.9273,-1.4648
75380425551913600,0.695,0.388,0.06,0.48,0.051,0.804,0.125,0.538,0.073,0.678,0.494,0.393,0.716,3919.578,4.9303,-1.0734
81455394798724192,0.922,0.084,0.078,0.226,0.028,0.882,0.123,0.54,0.031,0.822,0.37,0.291,0.542,4786.5986,4.9043,-2.2656
106555149316856992,0.244,0.472,0.276,0.569,0.138,0.608,0.127,0.533,0.178,0.476,0.667,0.654,0.809,3734.8877,4.7287,-0.1062
22603386382262900,0.335,0.294,0.387,0.293,0.017,0.923,0.057,0.699,0.042,0.777,0.559,0.522,0.712,3612.3518,4.6284,-1.3188
101346831455347008,0.437,0.124,0.049,0.58,0.051,0.804,0.157,0.484,0.053,0.738,0.39,0.296,0.585,4545.329,4.8563,-1.4042
100097820605978000,0.04,0.293,0.145,0.742,0.084,0.718,0.13,0.528,0.114,0.583,0.568,0.494,0.771,3551.967,4.5493,-0.6904
102922057956440992,0.115,0.085,0.064,0.558,0.47,0.256,0.94,0.019,0.28,0.36,0.288,0.211,0.44,5660.836,4.6861,-1.2324
74520603163546208,0.479,0.226,0.288,0.33,0.358,0.342,0.605,0.139,0.263,0.377,0.385,0.308,0.555,4736.515,4.709,-0.6514
103348943346308992,0.349,0.407,0.272,0.173,0.518,0.225,0.636,0.125,0.46,0.224,0.506,0.446,0.679,4456.2266,4.5895,0.2912
75897844556550000,0.119,0.22,0.239,0.547,0.021,0.908,0.067,0.667,0.056,0.729,0.571,0.484,0.789,3416.812,4.6084,-1.1442
89862329424003808,0.808,0.418,0.052,0.469,0.046,0.819,0.17,0.466,0.054,0.734,0.378,0.244,0.622,4566.524,4.8385,-1.3488
76280612041791808,0.22,0.479,0.266,0.056,0.033,0.862,0.037,0.769,0.084,0.65,0.735,0.731,0.88,3441.5295,4.8526,-0.1062
74895369125347904,0.684,0.199,0.37,0.51,0.105,0.671,0.18,0.452,0.107,0.598,0.484,0.421,0.656,4020.2964,4.6392,-1.4014
85784996710870400,0.447,0.418,0.123,0.184,0.055,0.792,0.053,0.71,0.098,0.615,0.71,0.72,0.831,3301.5474,4.6097,-1.1466
106825251220256000,0.006,0.127,0.053,0.334,0.02,0.911,0.113,0.559,0.025,0.848,0.365,0.285,0.537,4889.152,4.8705,-2.0514
102691740334472992,0.062,0.075,0.073,0.625,0.141,0.602,0.322,0.306,0.101,0.609,0.337,0.253,0.509,5123.968,4.7473,-1.4619
89866899269260800,0.794,0.069,0.128,0.552,0.021,0.908,0.098,0.591,0.028,0.833,0.409,0.347,0.565,4436.9033,4.8559,-1.8015
25953319139133100,0.766,0.189,0.094,0.534,0.014,0.935,0.059,0.693,0.038,0.791,0.541,0.494,0.702,3764.9165,4.9463,-0.8844
26109694603595000,0.867,0.319,0.07,0.734,0.004,0.979,0.041,0.756,0.036,0.799,0.593,0.547,0.763,3434.878,4.6284,-1.3948
89362154712954208,0.591,0.062,0.106,0.566,0.18,0.541,0.348,0.285,0.134,0.545,0.375,0.3,0.541,4759.933,4.8002,-1.2129
88182279952298096,0.853,0.208,0.158,0.643,0.14,0.603,0.33,0.3,0.096,0.621,0.321,0.24,0.486,5165.1055,4.7509,-1.3553
23620327263727600,0.817,0.028,0.113,0.327,0.004,0.982,0.106,0.574,0.006,0.955,0.286,0.215,0.43,5517.128,4.7558,-1.7972
86433025671984608,0.542,0.41,0.332,0.365,0.054,0.797,0.065,0.673,0.09,0.635,0.659,0.646,0.799,3465.3967,4.6062,-1.1158
99681827253642096,0.108,0.166,0.076,0.67,0.064,0.767,0.176,0.457,0.058,0.721,0.38,0.299,0.557,4606.8945,4.8644,-1.5225
100131222567191008,0.111,0.105,0.241,0.367,0.325,0.372,0.485,0.198,0.274,0.366,0.45,0.375,0.632,4300.4717,4.3747,-0.9823
86891105408560992,0.271,0.115,0.044,0.503,0.053,0.8,0.149,0.497,0.051,0.744,0.398,0.326,0.566,4553.1587,4.8723,-1.5508
82707639758892096,0.617,0.186,0.16,0.835,0.269,0.428,0.378,0.264,0.238,0.403,0.48,0.417,0.65,3998.5188,4.2231,-2.1027
86109490080317600,0.417,0.217,0.146,0.541,0.0,0.999,0.083,0.626,0.009,0.935,0.352,0.285,0.504,4799.629,4.8585,-1.728
90033548296158496,0.972,0.18,0.215,0.376,0.377,0.326,0.641,0.123,0.281,0.359,0.386,0.302,0.567,4717.91,4.6972,-0.7186
19568386396892600,0.703,0.282,0.211,0.849,0.006,0.97,0.057,0.7,0.031,0.82,0.521,0.458,0.701,3706.5408,4.9974,-1.0823
86938384408737104,0.127,0.053,0.044,0.497,0.175,0.547,0.311,0.315,0.147,0.524,0.421,0.345,0.597,4298.4487,4.5338,-3.0158
